PROTOCOLO,ÓRGÃO,ENCAMINHAMENTO,MÊS,RESOLUBILIDADE,PEDIDO,ASSUNTO,RESPOSTA,TIPO RESPOSTA,MOTIVO TIPO
201910608,SECMULHER,07/02/2019,fevereiro,Concluído no Prazo,"Gostaria de solicitar informações sobre dados de violência contra a mulher (feminicidio, violência física, sexual) no Estado de Pernambuco, com ênfase na cidade de Recife e Região Metropolitana. Com o fim de serem utilizados em seminário sobre a desigualdade de gênero e homofobia.",Violência Contra a Mulher,"""Em atendimento a sua solicitação, venho por meio desta, enviar o seguinte arquivo (formatos .docx e .pdf):1. Recife_RMR_Dados Violência contra a Mulher, o qual contém dados estatísticos atualizados sobre a violência contra a mulher no município do Recife, na Região Metropolitana do Recife (RMR) e no estado de Pernambuco. No arquivo constam dados acerca de:a) Mulheres vítimas de crimes violentos letais intencionais (CVLI);b) Feminicídios;c) Mulheres vítimas de violência doméstica e familiar;Vale salientar que os dados sobre violência doméstica e familiar aqui informados estão em consonância com as informações divulgadas pela Secretaria de Defesa Social (SDS) em seu site, na seção Indicadores Criminais (www.sds.pe.gov.br/estatísticas).",Acesso concedido,Não se aplica
201910236,CASA CIVIL,06/02/2019,fevereiro,Concluído no Prazo,""" recomendações propostas ao Governo de Pernambuco pela COMISSÃO ESTADUAL DA MEMÓRIA E VERDADE, constante em seu relatório final pgs. 351 e 352, vol II ( Relatório da Comissão da Verdade), feito pela Casa Civil.Absorção das recomendações aludidas pelos órgãos que a mesma demandou.""Desenvolvi o trabalho acerca da Justiça de Transição em Pernambuco, cujo ponto alto é a instalação da referida comissão, bem como todas as ações por ela desenvolvidas. Agora, à guisa de conclusão, necessito analisar a absorção das recomendações aludidas pelos órgãos que a mesma demandou.",Direitos da Cidadania,"Após análise do PAI em questão, foi enviado pedido de esclarecimento ao Diretor Geral do Arquivo Público de Pernambuco que manifestou-se nos seguintes termos:De acordo com o Relatório Final da Comissão foram deixadas algumas recomendações de ações a serem desenvolvidas pelos órgãos públicos, bem como pelo Ministério Público de Pernambuco e/ou Ministério Público Federal.No entanto, não restou na Comissão nenhum grupo responsável para acompanhamento na execução das recomendações ou até responsável por verificar a aceitação dessas recomendações.Isto é, não foi cometida nem à Comissão nem ao Arquivo Público a responsabilidade de implementar as recomendações do relatório final da Comissão Estadual da Memória e Verdade.Assim, não há elementos que indiquem de que forma os órgãos governamentais estão implantando as recomendações da Comissão.",Informação inexistente,Não se aplica
201910631,CEHAB,07/02/2019,fevereiro,Concluído no Prazo,"Solicito cópia da Notificação da Tomada de Contas Especial encaminhada pela Caixa Econômica Federal para a Cehab referente ao Termo de Compromisso nº 0222.639-96/2007, cujo objeto do contrato é ""Bacia do canal do Jordão Urbanização de Favelas e construção, melhoria e reforma de moradias"".",Auditoria e Prestação de Contas,"Conforme manifestação 2019/10631, informamos para os devidos fins, que a referida Notificação restou inócua uma vez que foi apresentado novo Plano de Trabalho pela CEHAB,referente a continuidade das obras do Termo de Compromisso nº 022.639-96/2007, o qual foi acatado pela Caixa Econômica Federal"".",Acesso negado,Não se aplica
201910693,PGE,07/02/2019,fevereiro,Concluído no Prazo,"Gostaria de saber quantas cargos vagos surgiram ao cargo de Procurador do Estado de Pernambuco, seja decorrente de aposentadoria, falecimento, exoneração, entre outros motivos,  de 07/07/2017 até 07/02/2019.",Servidores,"De acordo com a informação dada pela URH, no período solicitado não ocorreu vaga em decorrência de aposentadoria, falecimento ou exoneração.",Acesso concedido,Não se aplica
201910698,UPE,07/02/2019,fevereiro,Concluído no Prazo,"Venho solicitar que a Universidade de Pernambuco informe o número de vagas que foram disponibilizadas nos anos de 2016, 2017 e 2018 para fins de ingresso na Universidade por meio de cotas destinadas a alunos oriundos de escolas públicas. Relacionando ainda, por ano, quantas foram ocupadas por alunos da Escola do Recife (também conhecida como Escola de Aplicação da UPE).",Educação,"Foram ofertadas 1.730 vagas, sendo 346 vagas (20%) destinadas ao ingresso por meio de cotas, nos  anos de 2016, 2017 e 2018. Dessa oferta, segue o número de alunos da Escola do Recife que ocuparam vagas na condição de cotista, salientando que este número de resultado inclui os estudantes  chamados no  listão de classificação ou em um dos remanejamentos:2018 - 31 estudantes2017- 29 estudantes2016 - 22 estudantes",Acesso concedido,Não se aplica
201910706,SES,07/02/2019,fevereiro,Concluído Fora do Prazo,"1.     o número de candidatos convocados que desistiram, não compareceram a posse ou pediram exoneração após as convocações realizadas em outubro e dezembro de 2018;2.    O número de vacâncias decorrentes de morte, aposentadoria, demissões e pedido de exoneração para o cargo de Analista em Saúde para todas os cargos e regionais atulizados;3.    O quantitativo atualizado de cargos vagos para ANALISTA EM SAÚDE;4.    Dimensionamento atualizado para a categoria de ANALISTA EM SAÚDE para todos os cargos;5.    Que seja fornecido a identificação, natureza jurídica e tipo de gestão de todos os órgãos vinculados a Secretaria de Saúde de Pernambuco;6. A listagem completa de profissionais que atuam no plantão extra;7. As escalas existentes de todos os cargos nas 12 Regionais;",Servidores,"Recebemos da Secretaria Executiva de Gestão do Trabalho e Educação em Saúde - SES/PE, Sra. Ricarda Samara (Secretária Executiva) e Sra Maria Santiago (Supervisora da Unidade de Cadastro de Pessoas) e Sr. Jair Feitosa ( Setor UNIAS), e Sra. Sandrine Gomes (Coordenadora de Supervisão Hospitalar ? SEAS) resposta referente ao Pedido de Acesso à Informação de protocolo: 201910706, a qual segue por meio de anexo.?OBS: Entramos em contato com a usuária para informar que na resposta, foram enviadas duas unidades de DVD com parte da mesma gravava.",Acesso concedido,Não se aplica
201910707,SES,07/02/2019,fevereiro,Concluído Fora do Prazo,Solicito a escala de fisioterapeutas respiratórios que atuam no Hospital Regional Inácio de Sá Localizado na VII Regional.Solicito também as escalas de profissionais que atuam na como Biomédicos plantonistas nos hospitais vinculados a II Regional.,Servidores,"Recebemos da Diretoria Geral de Assistência Regional - SES/PE, Dra. Ana Carolina Lemos (diretora), reposta referente ao Pedido de Acesso à Informação de protocolo: 201910707, a qual segue por meio de anexo sobre a solicitação da escala de fisioterapeutas respiratórios que atuam no Hospital Regional Inácio de Sá. Com relação à solicitação das escalas de profissionais Biomédicos plantonistas, o Sr. Severino Aguinaildo de Lima (Gestor do Hospital Regional Inácio de Sá ? Limoeiro) informa que: ?Não consta no banco de dados de nosso RH, profissional com função de Biomédico, portanto não podemos atender esta demand",Informação inexistente,Não se aplica
201910542,SDS,07/02/2019,fevereiro,Concluído no Prazo,"O Requerente solicita saber todos os registros de ocorrência realizados no Estado, entre os anos de 2006 a 2018, referente aos seguintes delitos:A) VIOLÊNCIA FÍSICAa.1. Homicídios Dolososa.2. Tentativa de Homicídiosa.3. Feminícidioa.4. Tentativa de Feminícidioa.5. Lesão Corporal Dolosa Seguida de Mortea.6. Lesão Corporal DolosaB) VIOLÊNCIA SEXUALb.1. Estuprob.2. Tentativa de Estuprob.3. Importunação Ofensiva ao Pudorb.4. Assédio Sexualb.5. Ato obscenoC) VIOLÊNCIA PATRIMONIALc.1. Danoc.2. Violação de domicílioc.3. Supressão de documentoc.4. Rouboc.5. FurtoD) VIOLÊNCIA MORALd.1. Calúniad.2. Difamaçãod.3. InjúriaE) VIOLÊNCIA PSICOLÓGICAe.1. Ameaçae.2. Constrangimento ilegal",Segurança Pública,"Relatório nº 131/2019-GACE/SDS, datado de 19 de fevereiro de 2019?.Obs.: A fonte de dados da Gerência de Análise Criminal e Estatística desta Secretaria é o INFOPOL, sistema utilizado nas Delegacias de Polícia no ato de registro das ocorrências. Alguns itens do presente Pedido de Acesso à Informação não foram atendidos, por não haver tal filtro no INFOPOL. Levantar tais dados exigiria trabalho adicional, pois, verificar-se-ia todos os Boletins de Ocorrência, a fim de levantar tais informações detalhadas. Justificativa legal abaixo:Transcrevemos abaixo, trecho do Decreto nº 38.787, de 30 de outubro de 2012, o qual regulamenta a Lei no 14.804, de 29 de outubro de 2012, que dispõe sobre o acesso a informações, no âmbito do Poder Executivo Estadual, e dá outras providências.Seção IIDo Pedido de Acesso à Informação - PAIArt. 14. Não serão atendidos pedidos de acesso à informação:I - genéricos;II - desproporcionais ou desarrazoados; ouIII - que exijam trabalhos adicionais de análise, interpretação ou consolidação de dados e informações, ou serviço de produção ou tratamento de dados que não seja de competência do órgão ou entidade.Parágrafo único. Na hipótese do inciso III do caput, o órgão ou entidade deverá, caso tenha conhecimento, indicar o local onde se encontram armazenadas as informações a partir das quais o requerente poderá realizar a interpretação, consolidação ou tratamento de dados.Considerando o contido na legislação acima, destacamos:1 ? O Relatório anexado segue a formatação dos dados consolidados conforme trabalhados pela GACE/SDS;2 - Não podemos criar um novo banco de dados, a fim de atender vosso pedido, classificando-o como: DESPROPORCIONAL, de acordo com o Inciso II do Artigo 14 da Lei supracitada. Desta forma, designar pessoal para atender ao vosso pedido, comprometeria significativamente a realização das atividades rotineiras da instituição requerida, acarretando prejuízo injustificado aos direitos de outros solicitantes.Desta forma, vosso Pedido de Acesso à Informação foi respondido de forma parcial.",Acesso parcialmente concedido,Não se aplica
201910350,CTM,07/02/2019,fevereiro,Concluído Fora do Prazo,"1. Solicito que me seja enviada a lei que autoriza a retirada dos contadores dos coletivos.2.  Solicito a lei que regulamenta os TIs ( terminal de integração)3. As leis vigentes em nosso país estabelecem que todos devem receber moeda corrente , e não apenas Cartão , me informar por favor a lei que revogou a  lei que estabelece que todos os estabelecimentos devem receber moeda corrente.4. Me informe por favor por qual motivo a lei estabelece que quem vende um bem ou presta um serviço está obrigada a prestar informações sobre o bem ou serviço que fornece , e por qual razão  o grande Recife se nega a instalação de quadro de horários nos terminais integrados . Se vocês provarem que está na internet e que todos os cidadãos sabem ler, posso até abrir mão desta resposta.",Transporte,"Considerando o Pedido de Acesso à Informação, sob o Protocolo de n°201910350 O Consórcio de Transporte Metropolitano- CTM, como órgão gestor do Sistema de Transporte Público de Passageiro Região Metropolitana do Recife- SSTPP/RMR tem competência para traçar os parâmetros operacionais do sistema.Assim, não há lei específica para a retirada de contadores dos coletivos e lei que regulamenta os Terminais. Temos normas gerais regulamento, manuais, portarias e resoluções para que o CTM faça a gestão do sistema.Portanto, não há obrigatoriedade quanto a única maneira de pagamento seja em dinheiro para realizar pagamento de passagem de ônibus, já que vivemos a realidade da Bilhetagem eletrônica, cuja cobrança de tarifas é realizada através do uso de cartões inteligentes, para a liberação das catracas eletrônicas nos ônibus que integram o transporte coletivo urbano.A principal vantagem da bilhetagem eletrônica é de garantir mais agilidade no momento de embarque e desembarque de passageiros. Ainda mais, possibilita em caso de perda ou roubo do cartão que os créditos não utilizados sejam recuperados, depois de comunicação oficial ao ponto de venda central.Oferecendo também, fiscalização e controle de todas as categorias de usuários; mais segurança para passageiros e operadores, com a diminuição da circulação de valores dentro dos ônibus; mais segurança para passageiros e operadores, pois é possível saber quantos são os usuários por dia de cada categoria, assim possibilitando um maior controle do equilíbrio de oferta e de demanda, além de combater o mal uso de isentos e descontos no transporte, com a diminuição da circulação de valores dentro dos ônibus; moralização do sistema, com benefício para quem realmente tem direito, evitando fraudes; controle do equilíbrio oferta/demanda dos serviços prestados; comodidade na compra e recarga de créditos (passagens).O Sistema de Bilhetagem Eletrônica é uma realidade que já está presente em todas as Regiões Metropolitanas do Brasil e a adaptação tecnológica passa a constituir um processo contínuo que os usuários do STPP terão que se adaptar.Por todo o exposto, a administração pública não está infringindo nenhuma norma, mas apenas se adequando a uma realidade concreta do Brasil. Para os ônibus que não recebem dinheiro, o usuário deverá adquirir o VEM Comum, devendo o mesmo ser sempre recarregado e utilizado em qualquer veículo que faça parte do sistema.Quanto aos quadros de horários das linhas do STPP/RMR são elaborados, por competência, pela Gerência de Programação- GPIS. Os mesmos ficam disponibilizados para as unidades do CTM (por meio do sistema OTIBUS) e também devem ser enviados as operadoras para cumprimento. Esses quadros também são disponibilizados no site do CTM- www.granderecife.pe.gov.br, na aba serviços /itinerários, acessível a qualquer usuário. Não há lei que obrigue que o usuário pergunte ao fiscal a informação dos horários, o que há na lei (LEI Nº 12.587, DE 3 DE JANEIRO DE 2012) é a previsão do usuário ser informado nos pontos de embarque e desembarque de passageiros, de forma gratuita e acessível, sobre itinerários, horários, tarifas dos serviços e modos de interação com outros modais (artigo 14, II).O usuário poderá olhar no site os quadros de horários. Ademais, diversas vezes a Gerência de Marketing produz cartaz e afixa no Ponto Terminal e Ponto de Retorno da Linha solicitada, porém outras pessoas podem arrancar os cartazes, impedindo o acesso aos usuários.Lembramos que temos quantitativo imenso de paradas e que o quadro de horários é algo dinâmico, que sofre mudanças o tempo todo. Solicitamos também uma certa compreensão do usuário e que o mesmo acesse o site para ter a informação.",Acesso parcialmente concedido,Não se aplica
201910798,PMPE,07/02/2019,fevereiro,Concluído no Prazo,"Informem-nos se existe nas policiais militares e civis do estado, alguma iniciativa voltada ao atendimento à mulher vítima de violência, como por exemplo:- Rondas Maria da Penha;- Delegacias Específicas de Atendimento à Mulher (quantidade e localização) e;- Se há algum programa voltado a prevenção deste tipo de violência.",Violência Contra a Mulher,"Ofício nº 247/2019-DGP 6, datado de 14 de fevereiro de 2019; acostado do Ofício nº 119/2019-DASDH/PMPE, datado de 12 de fevereiro de 2019",Acesso concedido,Não se aplica
201910797,PCPE,07/02/2019,fevereiro,Concluído no Prazo,"Informem-nos se existe nas policiais militares e civis do estado, alguma iniciativa voltada ao atendimento à mulher vítima de violência, como por exemplo:- Rondas Maria da Penha;- Delegacias Específicas de Atendimento à Mulher (quantidade e localização) e;- Se há algum programa voltado a prevenção deste tipo de violência.",Violência Contra a Mulher,"Correio Eletrônico oriundo da DIRH/PCPE, datado de 28 de fevereiro de 2019; acostado de organograma de atendimento na DPMUL",Acesso parcialmente concedido,Não se aplica
201910961,CTM,07/02/2019,fevereiro,Concluído no Prazo," com o objetivo de apresentar o que se segue, para ao final requerer pedido de informação:A) Considerando o disposto na Lei nº 15.190/2013, que alterou a Lei 14.474/2011 e criou um prazo de validade de 180 (cento e oitenta) dias para os créditos oriundos das vendas antecipadas de bilhetes, tanto do VEM Estudante, como do VEM Comum e do VEM Trabalhador, ou de qualquer outro tipo;B) Considerando que a nova redação do Art. 17 da Lei 14.474/2011 assevera que os créditos expirados serão destinados ao STTP/RMR;Requerem, portanto, a resposta objetiva, acompanhada de documentos comprobatórios, aos seguintes pontos:1)        Quanto foi arrecadado nos anos de 2014, 2015, 2016, 2017 e 2018 referente aos créditos expirados do cartão do VEM?2)        Qual o órgão responsável por receber e gerenciar essa verba?3)        Quanto dessa verba é e foi destinada para Permissionárias e Concessionárias do STTP/RMR?4)        O valor arrecadado relativo aos créditos do VEM expirados foram incluídos nos cálculos de reajuste da tarifa nos anos de 2014, 2015, 2016 e 2017? Qual o percentual e qual valor aportado?",Transporte,"1) Créditos expirados dos Cartões VEM referentes aos exercícios de 2014-R$ 45.295.376,95, 2015-R$ 43.421.105,74, 2016-R$ 31.197.587,68, 2017-R$ 34.006.511,50, 2018-R$ 32.103.695,48.2) Atualmente quem arrecada os valores e faz o gerenciamento da bilhetagem do Sistema de Transporte Púbico de Passageiros da Região Metropolitana do Recife é a URBANA/PE.3) Nos termos do artigo 17 da Lei 14.474/11, os valores decorrentes da caducidade dos bilhetes devem ser apropriados pelo STPP/RMR e utilizados para cobrir os montantes correspondentes aos concessionários do STPP/RMR conforme critérios de cálculo estabelecidos nos Contratos de Concessão. Já foram gerados de subsídio desde 2014, nos contratos de Concessão para a Mobibrasil no importe de R$ 94.084.019,88(noventa e quatro milhões, oitenta e quatro mil, dezenove reais e oitenta e oito centavos), e para Conorte de R$ 69.096.943,85(sessenta e nove milhões, noventa e seis mil, novecentos e quarenta e três reais, e oitenta e cinco centavos).4) Os créditos expirados não compõem os cálculos de reajuste tarifário, pois sua destinação legal, conforme explicado no item 3, é destinado as concessionarias, através dos subsídios, nos termos dos contratos de concessão.",Acesso concedido,Não se aplica
201910993,SEE,08/02/2019,fevereiro,Concluído Fora do Prazo,Relação dos contratos com data de início e término na disciplina de matemática das cidades de Afogados da Ingazeira e Carnaíba.,Servidores,"Em atenção ao Pedido ao Acesso à Informação em tela, encaminho em anexo documentação contendo os pontos solicitados por essa LAI.",Acesso concedido,Não se aplica
201910995,SEE,08/02/2019,fevereiro,Concluído no Prazo,"Relação dos professores aposentados na disciplina de matemática dos últimos 10 anos, nas cidades de Afogados da Ingazeira e Carnaíba.",Servidores,"Em atenção ao Pedido de Acesso a Informação em tela, com fulcro no Art. 13, inciso III, do Decreto n° 7.724, de 16 de maio de 2012, informo que o fornecimento da informação se encontra impossibilitada de ser fornecida em virtude da exigência de trabalhos adicionais de análise por parte deste órgão, comprometendo o regular andamento dos trabalhos desta SEE, conforme elucidado pelo Inciso III, do supramencionado artigo.Artigo 13. Não serão atendidos pedidos de acesso à informação.I-genéricos;II- desproporcionais ou desarrazoados, ouIII-que exijam trabalhos adicionais de análise, interpretação ou consolidação de dados e informações, ou serviço de produção ou tratamento de dados que seja de competência do órgão ou entidade.Desta feita, sugiro que o (a) usuário (a) seja mais pontual e razoável quanto ao período solicitado.",Acesso negado,Não se aplica
201911048,UPE,08/02/2019,fevereiro,Concluído no Prazo,"Solicito informar quantos alunos se formaram (findaram o terceiro ano) do Ensino Médio da Escola de Aplicação do Recife - FCAP UPE nos anos 2016, 2017 e 2018.",Educação,"Em resposta ao Pedido de Acesso à Informação/PAI Nº 11048/2019,informamos que:Quantidade de alunos formados nos anos2016 =39;2017=36;2018=38",Acesso concedido,Não se aplica
201911051,SES,08/02/2019,fevereiro,Concluído Fora do Prazo,"Quais são os nomes e os motivos dos analistas assistenciais /ENFERMEIROS plantonistas que foram removidos de outras GERES para  GERES XII (GOIANA), a partir de JANEIRO/2019, provenientes do Concurso da secretaria de saúde/2014",Servidores,"Recebemos da Secretaria Executiva de Assistência à Saúde - SES/PE, Dra. Cristina Mota (Secretária Executiva), e Sra Mônica Moury (coordenadora ? Gerência de Administração de Pessoas) resposta referente ao Pedido de Acesso à Informação de protocolo: 201911051, a qual segue por meio de anexo.",Acesso parcialmente concedido,Não se aplica
201910919,PMPE,07/02/2019,fevereiro,Concluído no Prazo,"Acerca do servidor JUCELIO VIEIRA VENTURA, 2º SGT RRPM, mat. 28240-5, inscrito no CPF/MF sob o número xxxxxxxxx, solicito:- Certidão que comprove o não aproveitamento de licenças-prêmios;- Ficha financeira dos anos de 1998, 2008 e 2018.",Servidores,"fício nº 375/2019/DGP-6, datado de 11 de março de 2019; acostado da Certidão nº 334/2019-DGP-7; acostada de 05 (cinco) laudas correspondentes à Ficha Financeira do solicitante",Acesso concedido,Não se aplica
201911227,SDS,08/02/2019,fevereiro,Concluído no Prazo,"Número de crimes registrados em 2018 pela polícia no Estado:1 - Com motivação racial (racistas);2 - Contras as mulheres;2.1- Feminicídio;2.2- Abuso sexual;2.3- Estupro;3 - Contra homossexuais;4- - Antissemitas (contra judeus);5- Islamofóbicos (contra muçulmanos);6- Jihadistas (feitos por muçulmanos radicais);7- Xenofóbicos (contra refugiados, imigrantes e indígenas);8- Contra pessoas de religiões de matriz africana.",Segurança Pública,"Relatório nº 211/2019-GACE/SDS?.Obs. 1: Algumas classificações utilizadas nos: Movimentos Sociais; meio Acadêmico; Redes Sociais, etc., necessariamente não são as mesmas utilizadas pelas forças de segurança;Obs. 2: A fonte de dados da Gerência de Análise Criminal e Estatística desta Secretaria é o INFOPOL, sistema utilizado nas Delegacias de Polícia no ato de registro das ocorrências. Alguns itens do presente Pedido de Acesso à Informação não foram atendidos, por não haver tal filtro no INFOPOL. Levantar tais dados exigiria trabalho adicional, pois, verificar-se-ia todos os Boletins de Ocorrência, a fim de levantar tais informações detalhadas. Justificativa legal abaixo:Transcrevemos abaixo, trecho do Decreto nº 38.787, de 30 de outubro de 2012, o qual regulamenta a Lei no 14.804, de 29 de outubro de 2012, que dispõe sobre o acesso a informações, no âmbito do Poder Executivo Estadual, e dá outras providências.Seção IIDo Pedido de Acesso à Informação - PAIArt. 14. Não serão atendidos pedidos de acesso à informação:I - genéricos;II - desproporcionais ou desarrazoados; ouIII - que exijam trabalhos adicionais de análise, interpretação ou consolidação de dados e informações, ou serviço de produção ou tratamento de dados que não seja de competência do órgão ou entidade.Parágrafo único. Na hipótese do inciso III do caput, o órgão ou entidade deverá, caso tenha conhecimento, indicar o local onde se encontram armazenadas as informações a partir das quais o requerente poderá realizar a interpretação, consolidação ou tratamento de dados.Considerando o contido na legislação acima, destacamos:1 ? O Relatório anexado segue a formatação dos dados consolidados conforme trabalhados pela GACE/SDS;2 - Não podemos criar um novo banco de dados, a fim de atender vosso pedido, classificando-o como: DESPROPORCIONAL, de acordo com o Inciso II do Artigo 14 da Lei supracitada. Desta forma, designar pessoal para atender ao vosso pedido, comprometeria significativamente a realização das atividades rotineiras da instituição requerida, acarretando prejuízo injustificado aos direitos de outros solicitantes.Desta forma, vosso Pedido de Acesso à Informação foi respondido de forma parcial.",Acesso parcialmente concedido,Não se aplica
201911302,SECMULHER,08/02/2019,fevereiro,Concluído no Prazo,"""venho por meio desta solicitar à Secretaria da Mulher do Estado de Pernambuco os dados estatísticos referentes aos feminicídios ocorridos no Município do Cabo de Santo Agostinho no ano de 2018""",Violência Contra a Mulher,""" Venho por meio desta, enviar o seguinte arquivo (formatos .docx e .pdf):1. Cabo de Santo Agostinho_Feminicídios 2018, o qual contém dados estatísticos atualizados sobre feminicídios no município do Cabo de Santo Agostinho.",Acesso concedido,Não se aplica
201911494,SERES,11/02/2019,fevereiro,Concluído no Prazo,"Solicito que me sejam informados os seguintes dados:(1) número de homens ""estrangeiros"" e ""migrantes"" em cumprimento de pena no estado, com suas respectivas nacionalidades;(2) número de mulheres ""estrangeiras"" e ""migrantes"" em cumprimento de pena no estado, com suas respectivas nacionalidades; e(3) a identificação da unidade prisional e da comarca onde tramita o processo penal instaurado contra cada um(a) dos homens e mulheres ""não nacionais"" atualmente presos(as) no estado de Pernambuco, caso estes processos não estejam em segredo de justiça. ",Segurança Pública,"Em resposta ao PAI 11494/2019, informamos que existem 07 homens e 02 mulheres em nosso Sistema Prisional. Segue tabela demonstrativa abaixo: (tabela no curso da resposta, impossível de copiar)",Acesso concedido,Não se aplica
201911508,FACEPE,11/02/2019,fevereiro,Concluído no Prazo,"Gostaria de saber informações sobre o processo seletivo do concurso da FACEPE, o qual ocorreu em 2015 , com validade de 2 anos e foi prorrogado por igual período. Logo, gostaria de saber se o órgão ainda possui funcionários terceirizados na função de servidores, por que o órgão parou as convocações, caso tenha os terceirizados e se saiu algum servidor, fazendo com que haja vacância no FACEPE, consequentemente, abrindo oportunidade para mais convocações.",Servidores,"Informamos que para o cargo de Assistente em Gestão de Ciência e Tecnologia -ASCT, vaga a qual o V. Sa. concorreu no concurso público da FACEPE de 2015, já foram nomeados 21 candidatos, quantitativo a mais de vagas oferecidas no edital, mesmo assim, a FACEPE continua solicitando a Secretaria de Administração - SAD, autorização para nomeação de novos candidatos em substituição aos exonerados, no entanto o Estado atingiu o limite prudencial com gastos de pessoal, de acordo com Lei de Responsabilidade Fiscal, ficando impedido de novas contratações.",Acesso concedido,Não se aplica
201911644,UPE,11/02/2019,fevereiro,Concluído no Prazo,"PAI-Pedido de Acesso à Informação recebido através do Site  da Ouvidoria-Geral do Estado:1) o resultado, com nomes dos aprovados, do EDITAL DE PROCESSO SELETIVO PARA CONTRATAÇÃO POR TEMPO DETERMINADO DE PROFESSOR DE CURSOS DE GRADUAÇÃO da Universidade de Pernambuco, no campus de Petrolina, publicado no dia 28 de agosto de 2018, no site oficial da instituição: http://www.upe.br/petrolina/wp-content/uploads/2018/08/edital-2018.2.pdf .2) os nomes de todos os contratados para as vagas referentes ao edital acima, de acordo como o Anexo do mesmo, publicado no site oficial da instituição:  http://www.upe.br/petrolina/wp-content/uploads/2018/08/Anexo-III.pdf3) em especial, e, se necessário, com urgência em relação ao todo das informacoes solicitadas acima, o resultado do processo seletivo para a vaga denominada Contrato 1 (320h), com exigência de Licenciatura Plena em Pedagogia ou Bacharelado em Ciências Sociais, para ministrar as disciplinas: Antropologia, Educação e Movimentos Sociais, Sociologia da Educação, Fund. Filosóficos da Educação, Orientação de TCC e Horas de preparação pedagógica. Ressalto que solicito o(s) nome(s) do(s) aprovado(s), assim como o nome de quem foi contratado para a vaga.",Servidores,"Em resposta ao Pedido de Acesso à Informação/PAI nº 11644/2019,encaminhamos osanexos para o e-mail da ouvidoria UPE as listagens solicitadas.",Acesso concedido,Não se aplica
201911648,CTM,11/02/2019,fevereiro,Concluído no Prazo,"Solicito os Estatutos Sociais aprovados em Assembleia Geral, considerando as alterações propostas pela Lei Federal e Decreto Estadual em comento, das seguintes estatais dependentes:1 - Consórcio de Transportes da Região Metropolitana do Recife (CTM);2 - Empresa Pernambucana de Transporte Intermunicipal (EPTI).",Informações institucionais,"Considerando o Pedido de Acesso à Informação, temos a informar que a documentação solicitada está disponível no site do Grande Recife ? através da aba-institucional- governança corporativa- nas opções: instrumentos de governança-http://www.granderecife.pe.gov.br/sitegrctm/institucional/governanca-corporativa/instrumentos-de-governanca/e legislação. http://www.granderecife.pe.gov.br/sitegrctm/institucional/governanca-corporativa/legislacao/",Acesso concedido,Não se aplica
201911767,EPTI,11/02/2019,fevereiro,Concluído no Prazo,"Solicito os Estatutos Sociais aprovados em Assembleia Geral, considerando as alterações propostas pela Lei Federal e Decreto Estadual em comento, das seguintes estatais dependentes:1 - Consórcio de Transportes da Região Metropolitana do Recife (CTM);2 - Empresa Pernambucana de Transporte Intermunicipal (EPTI).",Informações institucionais,"Conforme solicitado, segue nem anexo ata da Assembleia Geral realizada em 27/12/2018, bem como, o novo Estatuto da Empresa com as devidas adequações proposta pela Lei Federal 13.303/16 e do Decreto Estadual 43.984/16, aprovada na referida assembleia.",Acesso concedido,Não se aplica
201911817,SAD,11/02/2019,fevereiro,Concluído no Prazo,""" remuneração do atual governador do Estado de Pernambuco PAULO HENRIQUE SDAIVA CAMARA, Desta feita, solicito a informação dos valores de remuneração do mesmo.""",Servidores,"""Informamos que o Governador do Estado não percebe remuneração  na folha de pagamento da Administração Direta ou Indireta do Estado.Sua remuneração é paga no cargo efetivo que ele ocupa no Tribunal de Contas do Estado, cuja folha de pagamento, por ser de outro Poder, não temos acesso.",Informação inexistente,Não se aplica
20199146,SDS,12/02/2019,fevereiro,Concluído no Prazo,"Solicito os casos de VIOLAÇÃO DA DIGNIDADE SEXUAL registradas pela polícia do Estado de Pernambuco nos dias que precederam e durante o Carnaval de 2018 (5 a 14 de fevereiro de 2018). Discricionar por:1 ? Data;2 - Localização (Bairro e rua);3 - Tipo de agressão:3.1- Assédio sexual;3.2- Estupro;3.3- Estupro de vulnerável;3.4- Violação sexual mediante fraude e;3.5- Importunação ofensiva ao pudor;4- Informações da vítima e autor disponíveis.Observação: requisitamos que as informações indicadas sejam fornecidas em formato aberto (planilha em .csv ,.ods, etc).",Segurança Pública,"""Relatório nº 172/2019-GACE/SDS, datado de 12 de março de 2019; acostado do Termo de Classificação de Informação - TCI nº 01/2015"" Obs.1 : A fonte de dados da Gerência de Análise Criminal e Estatística desta Secretaria é o INFOPOL, sistema utilizado nas Delegacias de Polícia no ato de registro das ocorrências. As Classificações: Violação sexual mediante fraude e; Importunação ofensiva ao pudor, constantes em vosso Pedido, não fazem parte do banco de dados da GACE. Desta forma, estão impossibilitadas de serem fornecidas, pois, tais dados não existem de forma consolidada nesta Secretaria;Obs.2: O Termo de Classificação de Informação ? TCI nº 01/2015, impede a divulgação de dados de criminalidade por: bairros, rua e logradouros no período de 05 (cinco) anos.Desta forma, vosso Pedido de Acesso à Informação foi respondido de forma parcial.",Acesso parcialmente concedido,Não se aplica
